muni_id,use_code,use_desc,luc,desc,broad
72,0719,Mixed Use - nurseries,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
146,0719,Nurseries,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
28,071C,"Mixed use, 61A/residential",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
310,071R,"Mixed Use (Primarily Agriculture, some Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
88,071R,TR CRP VEG MDL-01,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
310,071S,Mixed Use (Primarily Agriculture),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
167,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
173,0720,"Mixed Use (Primarily Wet land, scrub land, rock land (Ch. 61A, not classified as Open Space))",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
238,0720,IMPUTED - Non-productive NEC Land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
82,0720,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
310,0720,Mixed Use (Primarily Agriculture),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
279,0720,"Wet land, scrub land, rock land",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
276,0720,mixed use chapter land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
323,0720,IMPUTED - Nonpre NEC Land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
290,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
296,0720,mixed use for chapterland,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
153,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
182,0720,NONPRNECLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
250,0720,"Non-productive Agricultural Use, Split use",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
72,0720,Mixed Use - nonprod,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
56,0722,NONPROWETLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0722,NONPRWETLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
339,0722,Mixed Use (Primarily Non Protected Wetland),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0722,NONPRWETLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
145,0722,"Mixed Use (Primarily Productive Land, With Wetland/Non Productive)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
247,0722,NONPRWETLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0722,NONPRWETLD,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,073,"Mixed Use (Primarily Agriculture, some Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0730,"Mixed Use (Primarily Agriculture, some Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
259,0731,Mixed Use Primarily Residential,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
239,0731,"Mixed Use (Primarily Agriculture, some Commercial, Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
24,0731,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
74,0731,"Mixed use Chapter 61A, Commercial, Residential",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
239,0736,"Mixed Use (Primarily Agriculture, some Commercial, Forestry)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
289,0736,"Mixed Use (Primarily Agriculture, some Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
92,0738,Combination of 713 - Hay/Grain; 720 - Nonprod; 803 - 61B Natural; 393 - Agricult,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,074,"Mixed Use (Primarily Agriculture, some Industrial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0740,"Mixed Use (Primarily Agriculture, some Industrial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
311,0741,Mixed Use - Chapter 61A Commercial Solar,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,076,"Mixed Use (Primarily Agriculture, some Forest)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0760,"Mixed Use (Primarily Agriculture, some Forest)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
143,0761,Unknown,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
239,0761,"Mixed Use (Primarily Agriculture some Forestry, Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
301,0761,"Mixed Use (Primarily Chapter 61A Agriculture, Chapter 61 Forest, Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
5,0761,FF/Res,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
33,0761,MixAgForRes,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
148,0761,Mixed Use (Primarily Agricultural),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
74,0761,"Mixed use Chapter 61A, Chapter 61, Residential",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
239,0763,"Mixed Use (Primarily Agriculture some Forestry, Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
24,0763,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
130,0763,agricultural buildings (barns) with 61A Agricultural land & CH61 Forestry land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
70,0764,"Mixed Use (Primarily Agriculture, some Forest, some Electric ROW)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
77,077,Mixed Use (Primarily Chapter 61A),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,078,"Mixed Use (Primarily Agriculture, some Recreation)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0780,"Mixed Use (Primarily Agriculture, some Recreation)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
269,0783,Chapter 61A/chapter 61B/Commercial,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
227,0800,MIXED USE: RECREATION,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
11,0800,"IMPUTED - Mixed Use, Primarily Recreational",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
279,0800,Recreational,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0800,RECREATION,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
21,0800,Mixed Use - Chapter 61B Recreational Land,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
241,0800,RECREATION,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0800,RECREATION,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
115,0800,IMPUTED - Recreation,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
153,0800,RECREATION,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
117,0800,MIXED USE (PRIMARILY RECREATION),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
111,0800,IMPUTED - Recreational,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
72,0800,Mixed Use - recreation,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
173,0801,"Mixed Use (Primarily Hiking - trails or paths, Camping - areas with sites for overnight camping, Nature Study (Ch. 61B, not classified as OS))",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
204,0801,"Mixed use, primarily Chapter 61-B recreational",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
82,0801,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
67,0801,Recreational with Residential - 61B,061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
279,0801,Hiking - trails or paths,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
276,0801,"mixed use-residential / recreational land, hiking",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0801,61B HIKE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
16,0801,61B HIKE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
339,0801,"Chapterland 61B, mixed use code for ""Hiking trails / paths""",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0801,61B HIKE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
278,0801,Mixed-Use Chapter 61B,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
256,0801,IMPUTED - Hiking - trails or paths,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0801,61B HIKE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
153,0801,61B HIKE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
146,0801,61B Hike,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
222,0802,recreational land- camping,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0802,61B CAMP,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
283,0802,"Camping - areas with sites for overnight camping (Ch. 61B, not classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0802,61B CAMP,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
79,0803,Conventional,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
120,0803,Mixed Use Chapter 61B,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
173,0803,"Mixed Use (Primarily Nature Study - areas specifically for nature study or observation (Ch. 61B, not classified as Open Space))",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
222,0803,recreational land- nature,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
82,0803,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
67,0803,Recreational with Residential - 61B,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
276,0803,"mixed use â€“ residential / recreational land, nature",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
169,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
275,0803,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
323,0803,IMPUTED - 61B Nature,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
339,0803,Mixed Use (Primarily Chapter 61B - Nature),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
280,0803,Mixed use - Chapter land/recreational,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
296,0803,Mixed Use,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
247,0803,61B HORSE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
153,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
182,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
250,0803,61B NATURE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
89,0803,Mixed Use (Primarily Recreational),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
321,0803,"Nature Study - areas specifically for nature study or observation (Ch. 61B, not classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
117,0803,MIXED USE (PRIMARILY OPEN SPACE),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
72,0803,Mixed Use - 61B nature,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
146,0803,61B Nature,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0804,61B BOAT,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0804,61B BOAT,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
159,0805,Recreational Land â€“ Golfing,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
79,0805,Pre-Eng Warehs,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
173,0805,"Mixed Use (Primarily Golfing - areas of land arranged as a golf course (Ch. 61B, not classified as Open Space))",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
222,0805,recreational land golf course,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
82,0805,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
67,0805,Recreational with Residential - 61B,061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
276,0805,"mixed use â€“ residential / recreational, golf",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0805,61B GOLF,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
283,0805,"Golfing - areas of land arranged as a golf course (Ch. 61B, not classified as Open Space)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
16,0805,61B GOLF,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
296,0805,Mixed Use,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
211,0805,Mixed Use Primarily Recreation,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
247,0805,61B GOLF,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0805,61B GOLF,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
153,0805,61B GOLF,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
89,0805,Mixed Use (Primarily Recreational),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
72,0805,Mixed Use - 61B golf,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
146,0805,61B Golf,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
167,0806,61B HORSE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
222,0806,recreational land horses,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
238,0806,IMPUTED - 61B Horse,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
67,0806,Recreational with Residential - 61B,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
279,0806,Horseback Riding - trails or areas,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0806,61B HORSE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
339,0806,Mixed Use (Primarily Chapter 61B - Horse),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0806,61B HORSE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
247,0806,Mixed use (primarily residential with recreational land designation under Chapter 61B,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0806,61B HORSE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
72,0806,Mixed Use - 61B horse,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
167,0807,61B HUNT,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0807,61B HUNT,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0807,61B HUNT,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
279,0808,Fishing Areas,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0808,61B FISH,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0808,61B FISH,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
146,0808,61B Fish,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0809,61B AL-SKI,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0809,61B AL-SKI,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
275,080C,Mixed Use (Primarily Golf) Commercial,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,081,"Mixed Use (Primarily Recreation, some Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
0,0810,"Mixed Use (Primarily Recreation, some Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
169,0811,61B SWIM,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
16,0811,61B SWIM,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
296,0811,Mixed Use 61B Swim,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0811,61B SWIM,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0812,61B PICNIC,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0812,61B PICNIC,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
169,0813,61B GLIDE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0813,61B GLIDE,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
276,0814,mixed use â€“ residential / target shooting,016,"Mixed-use -- residential with agricultural, forestry or recreational",Residential
169,0814,61B TARGET,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
339,0814,Mixed Use (Primarily Chapter 61B - Target),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
110,0814,61B TARGET,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
206,0814,61B TARGET,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
23,0816,Mixed Use (Chapter 61 and Residential with Chapter 61b land),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,083,"Mixed Use (Primarily Recreation, some Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0830,"Mixed Use (Primarily Recreation, some Commercial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
24,0831,Mixed use CD61B & commercial & residential,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
24,0836,"IMPUTED - Mixed Use (Primarily Residential, Some Commercial, Some Forestry)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
101,0837,61B/COM/61A,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
327,0837,"Mixed Use (Primarily Recreation, some Commercial, some Forest)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
13,0837,"IMPUTED - Mixed Use (Primarily Recreational, Some Commercial, Some Agricultural)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,084,"Mixed Use (Primarily Recreation, some Industrial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0840,"Mixed Use (Primarily Recreation, some Industrial)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,086,"Mixed Use (Primarily Recreation, some Forest)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0860,"Mixed Use (Primarily Recreation, some Forest)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
23,0861,Mixed Use (Chapter 61 and Chapter 61b land),,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
24,0863,Other,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,087,"Mixed Use (Primarily Recreation, some Agriculture)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
0,0870,"Mixed Use (Primarily Recreation, some Agriculture)",,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
239,0871,"Mixed Use (Primarily Recreation, some Agriculture, Residential)",061,"Mixed-use -- agricultural, forestry or recreational with residential",Residential
101,0873,61B/61A/COM,,#N/A,"Open space, chapter land, forestry, recreation, agriculture"
343,089,"Mixed Use (Primarily Residential, some Recreational, some Exempt)",016,"Mixed-use -- residential with agricultural, forestry or recreational",Residential
169,0900,US GOVT,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0900,US GOVT,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0901,COMM-MASS,,#N/A,"Tax-exempt, public, charitable, institutional"
323,0901,IMPUTED - Commonwealth of Mass,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0901,COMM-MASS,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0902,COUNTY,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0902,COUNTY,,#N/A,"Tax-exempt, public, charitable, institutional"
56,0903,EXEMPT,,#N/A,"Tax-exempt, public, charitable, institutional"
320,0903,municipal,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0903,MUNICPAL,,#N/A,"Tax-exempt, public, charitable, institutional"
323,0903,IMPUTED - Tax Exempt,,#N/A,"Tax-exempt, public, charitable, institutional"
220,0903,Municipality,,#N/A,"Tax-exempt, public, charitable, institutional"
110,0903,MUNICPAL,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0903,MUNICPAL,,#N/A,"Tax-exempt, public, charitable, institutional"
320,0904,private school,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0904,PRI SCHOOL,,#N/A,"Tax-exempt, public, charitable, institutional"
275,0904,"Mixed Use (Primarily (formerly Colleges, Schools(private).  Removed June 2009. ))",,#N/A,"Tax-exempt, public, charitable, institutional"
206,0904,PRI SCHOOL,,#N/A,"Tax-exempt, public, charitable, institutional"
227,0905,P/HOS CHAR,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0905,P/HOS CHAR,,#N/A,"Tax-exempt, public, charitable, institutional"
275,0905,"Mixed Use (Primarily (formerly Charitable Organizations (private hospitals, etc...).  Removed June 2009. ))",,#N/A,"Tax-exempt, public, charitable, institutional"
20,0905,P/HOS CHAR,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0905,P/HOS CHAR,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0906,CHURCH ETC,,#N/A,"Tax-exempt, public, charitable, institutional"
2,0906,Church ETC MDL-96,,#N/A,"Tax-exempt, public, charitable, institutional"
110,0906,CHURCH ETC,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0906,CHURCH ETC,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0907,121A CORP,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0907,121A CORP,,#N/A,"Tax-exempt, public, charitable, institutional"
56,0908,EXEMPT,,#N/A,"Tax-exempt, public, charitable, institutional"
279,0908,IMPUTED - Housing Authority,970,Housing authority,Residential
169,0908,HSNG AUTH,970,Housing authority,Residential
206,0908,HSNG AUTH,970,Housing authority,Residential
169,0909,RELIGIOUS,,#N/A,"Tax-exempt, public, charitable, institutional"
275,0909,Mixed Use (Primarily Church owned vacant land and out buildings),,#N/A,"Tax-exempt, public, charitable, institutional"
206,0909,RELIGIOUS,,#N/A,"Tax-exempt, public, charitable, institutional"
40,091,"Mixed Use (Primarily Exempt, Some Residential)",,#N/A,"Tax-exempt, public, charitable, institutional"
65,091,Unknown,,#N/A,"Tax-exempt, public, charitable, institutional"
95,091,"Imputed - Mixed Use (Primarily Exempt, Some Residential)",091,Mixed-use -- tax-exempt with residential,Residential
128,091,Multi-use - Exempt/Commonwealth Of MA,,#N/A,"Tax-exempt, public, charitable, institutional"
137,091,Mixed exempt with leased for profit,,#N/A,"Tax-exempt, public, charitable, institutional"
223,091,Mixed use,,#N/A,"Tax-exempt, public, charitable, institutional"
308,091,Office Building,,#N/A,"Tax-exempt, public, charitable, institutional"
239,091,"Mixed Use (Primarily Tax-Exempt, some Residential)",091,Mixed-use -- tax-exempt with residential,Residential
244,091,EXEMPT/RES,091,Mixed-use -- tax-exempt with residential,Residential
288,091,Exempt/Residential,091,Mixed-use -- tax-exempt with residential,Residential
343,091,"Mixed Use (Primarily Exempt, some Residential)",091,Mixed-use -- tax-exempt with residential,Residential
327,091,"Mixed Use (Tax Exempt, Residential)",091,Mixed-use -- tax-exempt with residential,Residential
205,091,Other,,#N/A,"Tax-exempt, public, charitable, institutional"
217,091,mixed use: school exempt land and taxable land,,#N/A,"Tax-exempt, public, charitable, institutional"
319,091,IMPUTED - Charitable,,#N/A,"Tax-exempt, public, charitable, institutional"
46,091,Mixed Use,,#N/A,"Tax-exempt, public, charitable, institutional"
285,091,"Mixed exempt, residential",091,Mixed-use -- tax-exempt with residential,Residential
70,091,"Mixed Use (Primarily Tax Exempt, some Residential)",091,Mixed-use -- tax-exempt with residential,Residential
5,091,Exempt/Residential,091,Mixed-use -- tax-exempt with residential,Residential
144,091,MOSTLY EXEMPT - PORTION TAXABLE,,#N/A,"Tax-exempt, public, charitable, institutional"
209,091,"Exepmpt, Residential",091,Mixed-use -- tax-exempt with residential,Residential
284,091,COMM BLOCK,,#N/A,"Tax-exempt, public, charitable, institutional"
163,091,"Mixed Use exempt/residential, primarily exempt",091,Mixed-use -- tax-exempt with residential,Residential
189,091,Mixed use -charitable and two family,104M,Mixed-use -- two-family,Residential
345,091,Mixed Use (Primarily NonProfit with Residential),091,Mixed-use -- tax-exempt with residential,Residential
137,0910,Mixed Use Residential Exemption,091,Mixed-use -- tax-exempt with residential,Residential
244,0910,Mixed use exempt,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0910,CHARITABLE,,#N/A,"Tax-exempt, public, charitable, institutional"
16,0910,Charitable,,#N/A,"Tax-exempt, public, charitable, institutional"
20,0910,CHARITABLE,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0910,CHARITABLE,,#N/A,"Tax-exempt, public, charitable, institutional"
244,0913,Dept. of Public Health (DPH) - Soldiers' Homes,,#N/A,"Tax-exempt, public, charitable, institutional"
137,0914,State - Dept of Mental Health,,#N/A,"Tax-exempt, public, charitable, institutional"
169,0920,NON PROFIT,,#N/A,"Tax-exempt, public, charitable, institutional"
16,0920,Non Profit,,#N/A,"Tax-exempt, public, charitable, institutional"
20,0920,NON PROFIT,,#N/A,"Tax-exempt, public, charitable, institutional"
88,0920,NON PROFIT,,#N/A,"Tax-exempt, public, charitable, institutional"
206,0920,NON PROFIT,,#N/A,"Tax-exempt, public, charitable, institutional"
125,0920,Mixed Use - Residential - Exempt,019,Mixed-use -- residential with tax-exempt,Residential
111,0920,IMPUTED - Dept. of Conservation and Recreation (DCR) - Division of Urban Parks and Recreation (non-reimbursable),,#N/A,"Tax-exempt, public, charitable, institutional"
31,093,EXEMPT/COMM,,#N/A,"Tax-exempt, public, charitable, institutional"
65,093,"Mixed Use (Primarily Exempt, Some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
71,093,Hospital,,#N/A,"Tax-exempt, public, charitable, institutional"
95,093,"Imputed - Mixed Use (Primarily Exempt, Some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
100,093,"Mixed Use  (Primarily Exempt, Some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
128,093,Multi-use - Exempt/Commercial,,#N/A,"Tax-exempt, public, charitable, institutional"
137,093,Mixed exempt hospital with lease,,#N/A,"Tax-exempt, public, charitable, institutional"
308,093,EXM-COMM - HOSPITAL,,#N/A,"Tax-exempt, public, charitable, institutional"
239,093,Mixed Use (Primarily Exempt some Commercial),,#N/A,"Tax-exempt, public, charitable, institutional"
231,093,Mixed uses 960 and 352,,#N/A,"Tax-exempt, public, charitable, institutional"
309,093,exempt and commercial,,#N/A,"Tax-exempt, public, charitable, institutional"
286,093,Church with Cell Tower (Cell Tower Taxable),,#N/A,"Tax-exempt, public, charitable, institutional"
114,093,"Mixed use, predominately exempt, portion commercial use",,#N/A,"Tax-exempt, public, charitable, institutional"
185,093,OFFICE-PRO,,#N/A,"Tax-exempt, public, charitable, institutional"
46,093,Office-General,,#N/A,"Tax-exempt, public, charitable, institutional"
13,093,"IMPUTED - Mixed Use (Primarily Exempt, Some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
70,093,"Mixed Use (Primarily Tax Exempt, some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
177,093,"Mixed Use (Primarily Government, some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
24,093,Other,,#N/A,"Tax-exempt, public, charitable, institutional"
192,093,Use code not known or nor provided.,,#N/A,"Tax-exempt, public, charitable, institutional"
124,093,"Mixed Use (Primarily Tax-Exempt, some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
209,093,"Exempt, Commercial",,#N/A,"Tax-exempt, public, charitable, institutional"
284,093,STORE,,#N/A,"Tax-exempt, public, charitable, institutional"
48,093,Exempt/Comm,,#N/A,"Tax-exempt, public, charitable, institutional"
163,093,"Mixed Use exempt/commercial, primarily exempt",,#N/A,"Tax-exempt, public, charitable, institutional"
94,093,"Mixed Use (Primarily Exempt, Some Commercial)",,#N/A,"Tax-exempt, public, charitable, institutional"
